"Morocco Raffia Placemats, Boho Multicolor Natural Woven Placemats, Table Mats for Dining Table","Handwoven from natural raffia leaves these placemats brings a nature-inspired touch to your dining table decor by using a neutral boho style that is great for indoor or al fresco. Made for easy layering to style with colorful or plain dinnerware. 

•Crafted from Natural Raffia
•Round Placemat: 14"" diameter
•Easy to clean, spot clean only
•Made in Madagascar

We're supporting the integrity of artisan-made goods with these natural and sustainable handmade placement that add a beautiful addition to your dining table.",16.5,USD,7,"handmade,raffia,table_mat,table_decor,table_chargers,boho_placemat,dining_table,rattan_placemats,woven_placemats,water_hyacinth,vintage_placemats,bamboo_placemat,colorful_placemat","raffia,woven",https://i.etsystatic.com/18869136/r/il/8de278/4058728734/il_fullxfull.4058728734_ed46.jpg,https://i.etsystatic.com/18869136/r/il/babe25/4058728728/il_fullxfull.4058728728_4umd.jpg,https://i.etsystatic.com/18869136/r/il/f2a450/4058728726/il_fullxfull.4058728726_624j.jpg,,,,,,,,"Custom Property","Set of","Single Placemat,Set of 2,Set of 4,Set of 6",,,,
"Raffia Round Placemats, Colorful Round Placemats, Handmade placemat, Multicolor Placemat, Handmade in Madagascar","Payton James founded her brand by working with artisans all around the world. She designs everything in Nashville, TN and works one on one with artisans on her designs. During the global pandemic of Covid-19, she started a home goods line with her vendors in Madagascar. She wanted to create beautiful, handwoven designs inspired by bold colors and nature. Raffia is a natural fiber in Madagascar. The fibers are dyed by hand and then woven into their unique designs by women artisans. 

Dimensions: 30 cm(11.8"")
Material: Raffia(natural straw like material)
You can buy 1, set of 2, set of 4, or a set of 6. Please reach out if you need any help at all!

Feel free to send a message if you would like to customize your order or inquire about a wholesale order.",16.5,USD,11,"raffia_placemat,tableware,table_setting,natural,handmade,handwoven,circle_placemat,Round_placemat,easy_clean_placemats,placemats_set_of_4,unique_placemats,woven_placemat,crochet_place_mat",raffia,https://i.etsystatic.com/18869136/r/il/38f222/3517792707/il_fullxfull.3517792707_cefz.jpg,https://i.etsystatic.com/18869136/r/il/5a4a1f/3517791841/il_fullxfull.3517791841_twaz.jpg,https://i.etsystatic.com/18869136/r/il/7f0576/4112483322/il_fullxfull.4112483322_fdi1.jpg,https://i.etsystatic.com/18869136/r/il/21706b/3517793299/il_fullxfull.3517793299_54gb.jpg,https://i.etsystatic.com/18869136/r/il/c45a1d/4160146789/il_fullxfull.4160146789_srqu.jpg,https://i.etsystatic.com/18869136/r/il/0d4157/4160146785/il_fullxfull.4160146785_ljb6.jpg,https://i.etsystatic.com/18869136/r/il/0cd82a/4112483542/il_fullxfull.4112483542_tnoi.jpg,https://i.etsystatic.com/18869136/r/il/0c809c/4112483580/il_fullxfull.4112483580_obbb.jpg,,,"Custom Property","Set of","Single,Set of 2,Set of 4,Set of 6",,,,
"Raffia Crochet Handwoven Flower Table Runner, Table Runner, Flower Runner, Tableware, Handmade in Madagascar","Payton James founded her brand by working with artisans all around the world. She designs everything in Nashville, TN and works one on one with artisans on her designs. During the global pandemic of Covid-19, she started a home goods line with her vendors in Madagascar. She wanted to create beautiful, handwoven designs inspired by bold colors and nature. Raffia is a natural fiber in Madagascar. The fibers are dyed by hand and then woven into their unique designs by women artisans.  

Dimensions: 56""L, 14.5""W
Material: Raffia(natural straw like material)



Feel free to send a message if you would like to customize your order or inquire about a wholesale order.",85.8,USD,1,"tableware,table_setting,natural,handmade,handwoven,table_runner,crochet_flower,burlap_table_runner,table_runners_straw,tablescape,runner_handmade,boho_table_runner",raffia,https://i.etsystatic.com/18869136/r/il/75d978/4112480426/il_fullxfull.4112480426_jmhs.jpg,https://i.etsystatic.com/18869136/r/il/d295ed/3470170314/il_fullxfull.3470170314_89gy.jpg,https://i.etsystatic.com/18869136/r/il/67947d/3470169324/il_fullxfull.3470169324_mk5p.jpg,https://i.etsystatic.com/18869136/r/il/d80fc3/3470169326/il_fullxfull.3470169326_12eh.jpg,https://i.etsystatic.com/18869136/r/il/ca1ee8/3470169328/il_fullxfull.3470169328_s1kz.jpg,https://i.etsystatic.com/18869136/r/il/d5af7e/4160143701/il_fullxfull.4160143701_rd5y.jpg,https://i.etsystatic.com/18869136/r/il/7f0bfc/4160143669/il_fullxfull.4160143669_dc1z.jpg,https://i.etsystatic.com/18869136/r/il/4a96f8/4160144605/il_fullxfull.4160144605_8gm0.jpg,https://i.etsystatic.com/18869136/r/il/11c8da/4160144731/il_fullxfull.4160144731_gfok.jpg,https://i.etsystatic.com/18869136/r/il/6388ab/4112481342/il_fullxfull.4112481342_pe20.jpg,,,,,,,
"Hand Crochet Raffia Summer Bag, Market Basket Bag for Women, Raffia Crochet Tote Purse, Wood Button Closure Bag, Gift for Her","Totes are great for when you need to carry a larger load, but don't want to lug around a heavy bag. The Mini Bag is perfect for when you're running errands or need your hands free. The Market Tote Bag can still carry all your essentials, while also allowing you to keep an eye on your belongings. Italian leather bags are durable, stylish, and make for the perfect travel companion. Tote bags are great for carrying everything in one place (even when you've got more than one!).
Product Details:

Unlined with wood button closure. This bag is hand crocheted by women artisans in Madagascar

Dimensions: 18” W x 11.5” H and 8” depth",63.8,USD,1,"market_basket_bag,raffia_bag_pattern,raffia_bag,crochet_tote_bag,crochet_bag_pattern,crochet_handbag,beach_bag,beach_tote,crochet_market_bag,anniversary_gift,summer_bag,bucket_bag,basket_bag",,https://i.etsystatic.com/18869136/r/il/8679b3/3727771499/il_fullxfull.3727771499_d83d.jpg,https://i.etsystatic.com/18869136/r/il/f8eeb1/3680171358/il_fullxfull.3680171358_kl5v.jpg,https://i.etsystatic.com/18869136/r/il/fbe728/3680171478/il_fullxfull.3680171478_m0sm.jpg,,,,,,,,,,,,,,
"Crocheted Ornament, Raffia Christmas Ornaments, Handmade Ornaments, Set of 4 Holiday Ornaments, Bohemian Christmas Decor, Christmas Decor","Rich in design, handwoven with raffia leaves by women artisans in Madagascar. These ornaments were designed with beautiful bold colors and set a foundation for a bohemian style Christmas tree. Perfect gift! Tip: Wrap your gifts with these adorable ornaments.

•Hand Crocheted with Raffia palm fiber
•sold as a set of 4
•Made in Madagascar by women artisans
• Free shipping

We're supporting the integrity of artisan-made goods with these natural and sustainable handmade ornaments that add a beautiful addition to your holiday decorating! Follow us on instagram @shoppaytonjames for styling tips and tricks!",22,USD,1,"christmas_decorating,christmas_decor,christmas_ornament,Crocheted_ornament,Handmade_Ornament,Raffia_Ornaments,Colorful_Ornament,Handmade_Raffia",,https://i.etsystatic.com/18869136/r/il/bfa743/4360128246/il_fullxfull.4360128246_lxfw.jpg,https://i.etsystatic.com/18869136/r/il/3efb01/4360128252/il_fullxfull.4360128252_9b2z.jpg,https://i.etsystatic.com/18869136/r/il/b0aff5/4407514219/il_fullxfull.4407514219_3lj0.jpg,https://i.etsystatic.com/18869136/r/il/df4229/4407515467/il_fullxfull.4407515467_41fj.jpg,,,,,,,,,,,,,
"Raffia strawberry placemat, Red placemats, Beaded Placemats, decorative placemat,strawberry crochet,handmade placemats","Add a touch of whimsy and charm to your dining table with the Raffia Strawberry Placemat. Handmade with care, this decorative placemat is crafted with high-quality raffia material in a delightful strawberry shape. The bright and bold red color makes it a statement piece for any table setting.

In addition to its playful design, this beaded placemat is also practical and functional. Its unique crochet pattern makes it durable and able to withstand spills and scratches, protecting your table from damage.

These handmade placemats are perfect for adding a touch of personality to your dining room or kitchen. The Raffia Strawberry Placemat is a delightful addition to any meal, and its unique design is sure to impress your guests.

Not only is this placemat a perfect decorative piece, it also makes a thoughtful and unique gift for anyone who appreciates handmade items or has a love for all things fruity.

Overall, the Raffia Strawberry Placemat is a charming and practical addition to your dining table, adding a touch of fun and whimsy to your mealtime experience.",16.5,USD,18,"placemats_set_of_4,crochet_strawberry,strawberry_art,table_decor,decorative_placemats,hand_woven,beaded_table,red_placemat","Raffia,weoven",https://i.etsystatic.com/18869136/r/il/5e9bf2/4718476496/il_fullxfull.4718476496_qglr.jpg,https://i.etsystatic.com/18869136/r/il/000ed3/4766717277/il_fullxfull.4766717277_kula.jpg,https://i.etsystatic.com/18869136/r/il/de7ad6/4718477170/il_fullxfull.4718477170_mone.jpg,https://i.etsystatic.com/18869136/r/il/bcfa76/4766718509/il_fullxfull.4766718509_mn1f.jpg,,,,,,,"Custom Property",Quantity,"Single,Set of 4,Set of 6",,,,
"Round Placemats, Rainbow Placemats, Handmade Placemat, Multicolor Crochet Table Placemat, Handmade in Madagascar","Payton James founded her brand by working with artisans all around the world. She designs everything in Nashville, TN and works one on one with artisans on her designs. During the global pandemic of Covid-19, she started a home goods line with her vendors in Madagascar. She wanted to create beautiful, handwoven designs inspired by bold colors and nature. Raffia is a natural fiber in Madagascar. The fibers are dyed by hand and then woven into their unique designs by women artisans. 

Dimensions: 30 cm(11.8"")
Material: Raffia(natural straw like material)
You can buy 1, set of 2, set of 4, or a set of 6. Please reach out if you need any help at all!


Feel free to send a message if you would like to customize your order or inquire about a wholesale order.",16.5,USD,11,"raffia_placemat,tableware,table_setting,handmade,handwoven,round_placemat,handmade_placemats,multicolor_placemats,crochet_table,boho_placemats,placemats_round,crochet_place_mat,woven_placemat",raffia,https://i.etsystatic.com/18869136/r/il/3122a0/3517811651/il_fullxfull.3517811651_hgzv.jpg,https://i.etsystatic.com/18869136/r/il/66bd28/3517809887/il_fullxfull.3517809887_m1r1.jpg,https://i.etsystatic.com/18869136/r/il/72d3ac/3517809895/il_fullxfull.3517809895_qeoh.jpg,,,,,,,,"Custom Property",Set,"Single,Set of 2,Set of 4,Set of 6",,,,
"Raffia colorful round placemats, colorful table mats,dining table decor, decorative round placemats, kitchen placemat, round woven placemats","These Raffia colorful round placemats are the perfect addition to any dining table decor. Made from high-quality raffia material, these decorative round placemats are woven in a round shape and come in a variety of vibrant colors to add a pop of color to your kitchen or dining area.

Designed to protect your table from scratches and spills, these colorful table mats are both functional and stylish. They can be used as kitchen placemats, dining table decor or even as decorative table mats for special occasions.

Each round woven placemat is carefully crafted with intricate patterns and details, making them a beautiful addition to any table setting. They are also easy to clean and maintain, making them a practical choice for busy households.

Whether you're hosting a dinner party or simply looking to add a touch of color and style to your daily meals, these Raffia colorful round placemats are a must-have accessory for any home.

•Crafted from Natural Raffia
•Round Placemat: 14"" diameter
•Easy to clean, spot clean only
•Made in Madagascar


We're supporting the integrity of artisan-made goods with these natural and sustainable handmade placement that add a beautiful addition to your dining table.",16.5,USD,19,"coffee_table_decor,tea_mat,easy_care_placemat,rainbow_placemat,table_decorations,circle_placemat,unique_placemats,round_placemat",Raffia,https://i.etsystatic.com/18869136/r/il/827ab1/4766759011/il_fullxfull.4766759011_n4pq.jpg,https://i.etsystatic.com/18869136/r/il/0564a4/4718518716/il_fullxfull.4718518716_kqd3.jpg,https://i.etsystatic.com/18869136/r/il/7c542d/4718519152/il_fullxfull.4718519152_tshm.jpg,https://i.etsystatic.com/18869136/r/il/4889cd/4766760711/il_fullxfull.4766760711_2jgx.jpg,,,,,,,"Custom Property",Quantity,"Single,Set of 4,Set of 6",,,,
"Table Runner - Raffia Handwoven Flower Table Runner, Table Runner, Flower Runner, Tableware, Handmade in Madagascar","Looking for a beautiful and unique table runner that will enhance the ambiance of your dining table? Look no further than our Raffia Handwoven Flower Table Runner, handmade with love in Madagascar!
Crafted from high-quality raffia and skillfully woven into intricate flower patterns, this table runner is both durable and visually stunning. Its elegant design and rich texture make it the perfect addition to any tableware collection, and its handmade construction means that each piece is completely one-of-a-kind.
Whether you're hosting a formal dinner party or simply want to add a touch of elegance to your everyday meals, this table runner is sure to impress. Its versatility makes it perfect for any occasion, from casual brunches to festive holiday gatherings.
 we pride ourselves on offering high-quality, artisanal products that are both beautiful and functional. Our Raffia Handwoven Flower Table Runner is no exception, and we're confident that you'll love it as much as we do.
So why wait? Order your Raffia Handwoven Flower Table Runner today and take your table setting to the next level!

Please Note:

Item's Dimensions: 56""L, 14.5""W

Washing Instructions: Wipe Clean Only",88,USD,20,"kitchen_decor,dining_table,kitchen_runner,boho_table_runner,pink_table_runner,dining_table_runner,burlap_runner,runner_for_table,runner_table,Raffia_runner,long_table_runner,rainbow_table_runner,crochet_table_runner",raffia,https://i.etsystatic.com/18869136/r/il/6529b6/4789095995/il_fullxfull.4789095995_cz1u.jpg,https://i.etsystatic.com/18869136/r/il/ab8646/4740829478/il_fullxfull.4740829478_sdwn.jpg,https://i.etsystatic.com/18869136/r/il/313361/4789097325/il_fullxfull.4789097325_rwjf.jpg,,,,,,,,,,,,,,
"Round Placemats, Natural Pink Placemats, Handmade Placemat, Raffia Crochet Table Placemat, Handmade in Madagascar","Handwoven from natural raffia leaves, these placemats set a foundation for a nature-inspired table - indoors or al fresco. Made for easy layering to style with colorful or plain dinner wear. Our new pink aura style is perfect for valentine's day and summer!

Crafted from Natural Raffia
Round Placemat: 15"" diameter
Easy to clean, spot clean only
Made in Madagascar
We're supporting the integrity of artisan-made goods with these natural and sustainable handmade placement that add a beautiful addition to your dining table.

You can buy 1, set of 2, set of 4, or a set of 6. Please reach out if you need any help at all!",16.5,USD,16,"handmade,raffia,tablescape,round_placemat,fall_placemat,raffia_placemat,crochet_placemat,handwoven_placemat,natural_placemat,boho_placemat,table_decor,valentine_placemat,raffia_with_fringe",raffia,https://i.etsystatic.com/18869136/r/il/5bd388/4563975569/il_fullxfull.4563975569_nh4p.jpg,https://i.etsystatic.com/18869136/r/il/288d54/4563975575/il_fullxfull.4563975575_ajnw.jpg,,,,,,,,,"Custom Property","set of","single placemat,set of 2,set of 4,set of 6",,,,
